profit_center,document_date,posting_date,assignment,gl_account,text,doc_number,doc_type,posting_key,amount
BX40,4/1/2025,4/1/2025,20250401,5101020102,,601092775,QA,40,635668
BX41,4/1/2025,4/1/2025,20250401,5101020102,,601092776,QA,40,1633498
BX43,4/1/2025,4/1/2025,20250401,5101020102,,601092777,QA,40,1058782
BX49,4/1/2025,4/1/2025,20250401,5101020102,,601092778,QA,40,609826
BX50,4/1/2025,4/1/2025,20250401,5101020102,,601092779,QA,40,189653
BX51,4/1/2025,4/1/2025,20250401,5101020102,,601092780,QA,40,1025402
BX52,4/1/2025,4/1/2025,20250401,5101020102,,601092781,QA,40,552608
BX26,4/1/2025,4/1/2025,20250401,5101020102,,604002694,QH,40,137073
BX01,4/2/2025,4/2/2025,20250402,5101020102,,601092804,QA,40,9361194
BX03,4/2/2025,4/2/2025,20250402,5101020102,,601092805,QA,40,2482716
BX04,4/2/2025,4/2/2025,20250402,5101020102,,601092806,QA,40,1704815
BX07,4/2/2025,4/2/2025,20250402,5101020102,,601092807,QA,40,853684
BX08,4/2/2025,4/2/2025,20250402,5101020102,,601092808,QA,40,169372
BX09,4/2/2025,4/2/2025,20250402,5101020102,,601092809,QA,40,2699306
BX10,4/2/2025,4/2/2025,20250402,5101020102,,601092810,QA,40,3137663
BX11,4/2/2025,4/2/2025,20250402,5101020102,,601092811,QA,40,2008713
BX12,4/2/2025,4/2/2025,20250402,5101020102,,601092812,QA,40,1858320
BX13,4/2/2025,4/2/2025,20250402,5101020102,,601092813,QA,40,1560857
BX14,4/2/2025,4/2/2025,20250402,5101020102,,601092814,QA,40,316955
BX19,4/2/2025,4/2/2025,20250402,5101020102,,601092815,QA,40,1246564
BX20,4/2/2025,4/2/2025,20250402,5101020102,,601092816,QA,40,1105239
BX21,4/2/2025,4/2/2025,20250402,5101020102,,601092817,QA,40,1510438
BX22,4/2/2025,4/2/2025,20250402,5101020102,,601092818,QA,40,576148
BX23,4/2/2025,4/2/2025,20250402,5101020102,,601092819,QA,40,610166
BX25,4/2/2025,4/2/2025,20250402,5101020102,,601092820,QA,40,1380829
BX26,4/2/2025,4/2/2025,20250402,5101020102,,601092821,QA,40,577171
BX27,4/2/2025,4/2/2025,20250402,5101020102,,601092822,QA,40,1499783
BX29,4/2/2025,4/2/2025,20250402,5101020102,,601092823,QA,40,524584
BX31,4/2/2025,4/2/2025,20250402,5101020102,,601092824,QA,40,285812
BX32,4/2/2025,4/2/2025,20250402,5101020102,,601092825,QA,40,6226533
BX33,4/2/2025,4/2/2025,20250402,5101020102,,601092826,QA,40,1331331
BX34,4/2/2025,4/2/2025,20250402,5101020102,,601092827,QA,40,299574
BX35,4/2/2025,4/2/2025,20250402,5101020102,,601092828,QA,40,793142
BX36,4/2/2025,4/2/2025,20250402,5101020102,,601092829,QA,40,840939
BX39,4/2/2025,4/2/2025,20250402,5101020102,,601092830,QA,40,116206
BX40,4/2/2025,4/2/2025,20250402,5101020102,,601092831,QA,40,777856
BX41,4/2/2025,4/2/2025,20250402,5101020102,,601092832,QA,40,1449978
BX43,4/2/2025,4/2/2025,20250402,5101020102,,601092833,QA,40,340986
BX49,4/2/2025,4/2/2025,20250402,5101020102,,601092834,QA,40,1292507
BX50,4/2/2025,4/2/2025,20250402,5101020102,,601092835,QA,40,418116
BX51,4/2/2025,4/2/2025,20250402,5101020102,,601092836,QA,40,936559
BX52,4/2/2025,4/2/2025,20250402,5101020102,,601092837,QA,40,829446
BX26,4/2/2025,4/2/2025,20250402,5101020102,,604002695,QH,40,325549
BX09,4/2/2025,4/2/2025,20250402,5101020102,,683010164,ZJ,40,134685
BX03,4/2/2025,4/2/2025,20250402,5101020102,,3800010593,Z8,40,112568
BX01,4/3/2025,4/3/2025,20250403,5101020102,,601101731,QA,40,8812947
BX03,4/3/2025,4/3/2025,20250403,5101020102,,601101732,QA,40,2393540
BX04,4/3/2025,4/3/2025,20250403,5101020102,,601101733,QA,40,2042195
BX07,4/3/2025,4/3/2025,20250403,5101020102,,601101734,QA,40,1132070
BX08,4/3/2025,4/3/2025,20250403,5101020102,,601101735,QA,40,391184
BX09,4/3/2025,4/3/2025,20250403,5101020102,,601101736,QA,40,2329407
BX10,4/3/2025,4/3/2025,20250403,5101020102,,601101737,QA,40,2104498
BX11,4/3/2025,4/3/2025,20250403,5101020102,,601101738,QA,40,3351146
BX12,4/3/2025,4/3/2025,20250403,5101020102,,601101739,QA,40,1798716
BX13,4/3/2025,4/3/2025,20250403,5101020102,,601101740,QA,40,1343703
BX14,4/3/2025,4/3/2025,20250403,5101020102,,601101741,QA,40,256255
BX19,4/3/2025,4/3/2025,20250403,5101020102,,601101742,QA,40,1570689
BX20,4/3/2025,4/3/2025,20250403,5101020102,,601101743,QA,40,1880081
BX21,4/3/2025,4/3/2025,20250403,5101020102,,601101744,QA,40,1238496
BX22,4/3/2025,4/3/2025,20250403,5101020102,,601101745,QA,40,212585
BX23,4/3/2025,4/3/2025,20250403,5101020102,,601101746,QA,40,735618
BX25,4/3/2025,4/3/2025,20250403,5101020102,,601101747,QA,40,11440
BX26,4/3/2025,4/3/2025,20250403,5101020102,,601101748,QA,40,889819
BX27,4/3/2025,4/3/2025,20250403,5101020102,,601101749,QA,40,2392552
BX29,4/3/2025,4/3/2025,20250403,5101020102,,601101750,QA,40,905943
BX31,4/3/2025,4/3/2025,20250403,5101020102,,601101751,QA,40,1195428
BX32,4/3/2025,4/3/2025,20250403,5101020102,,601101752,QA,40,4422468
BX33,4/3/2025,4/3/2025,20250403,5101020102,,601101753,QA,40,1203967
BX34,4/3/2025,4/3/2025,20250403,5101020102,,601101754,QA,40,510635
BX35,4/3/2025,4/3/2025,20250403,5101020102,,601101755,QA,40,830280
BX36,4/3/2025,4/3/2025,20250403,5101020102,,601101756,QA,40,233902
BX38,4/3/2025,4/3/2025,20250403,5101020102,,601101757,QA,40,1093312
BX39,4/3/2025,4/3/2025,20250403,5101020102,,601101758,QA,40,376471
BX40,4/3/2025,4/3/2025,20250403,5101020102,,601101759,QA,40,698791
BX41,4/3/2025,4/3/2025,20250403,5101020102,,601101760,QA,40,1318231
BX43,4/3/2025,4/3/2025,20250403,5101020102,,601101761,QA,40,1371423
BX49,4/3/2025,4/3/2025,20250403,5101020102,,601101762,QA,40,692690
BX50,4/3/2025,4/3/2025,20250403,5101020102,,601101763,QA,40,146376
BX51,4/3/2025,4/3/2025,20250403,5101020102,,601101764,QA,40,297392
BX52,4/3/2025,4/3/2025,20250403,5101020102,,601101765,QA,40,843149
BX03,4/3/2025,4/3/2025,20250403,5101020102,,604002867,QH,40,147354
BX12,4/3/2025,4/3/2025,20250403,5101020102,,683011387,ZJ,40,13285
BX12,4/3/2025,4/3/2025,20250403,5101020102,,686000556,ZU,40,267189
BX03,4/3/2025,4/3/2025,20250403,5101020102,,3800011790,Z8,40,112946
BX01,4/4/2025,4/4/2025,20250404,5101020102,,601092838,QA,40,6092808
BX03,4/4/2025,4/4/2025,20250404,5101020102,,601092839,QA,40,3835191
BX04,4/4/2025,4/4/2025,20250404,5101020102,,601092840,QA,40,1766092
BX07,4/4/2025,4/4/2025,20250404,5101020102,,601092841,QA,40,1448195
BX08,4/4/2025,4/4/2025,20250404,5101020102,,601092842,QA,40,1879464
BX09,4/4/2025,4/4/2025,20250404,5101020102,,601092843,QA,40,1699216
BX10,4/4/2025,4/4/2025,20250404,5101020102,,601092844,QA,40,3166683
BX11,4/4/2025,4/4/2025,20250404,5101020102,,601092845,QA,40,2116672
BX12,4/4/2025,4/4/2025,20250404,5101020102,,601092846,QA,40,186802
BX13,4/4/2025,4/4/2025,20250404,5101020102,,601092847,QA,40,367788
BX14,4/4/2025,4/4/2025,20250404,5101020102,,601092848,QA,40,326624
BX19,4/4/2025,4/4/2025,20250404,5101020102,,601092849,QA,40,2652287
BX20,4/4/2025,4/4/2025,20250404,5101020102,,601092850,QA,40,1180961
BX21,4/4/2025,4/4/2025,20250404,5101020102,,601092851,QA,40,1333471
BX22,4/4/2025,4/4/2025,20250404,5101020102,,601092852,QA,40,396367
BX23,4/4/2025,4/4/2025,20250404,5101020102,,601092853,QA,40,1032635
BX25,4/4/2025,4/4/2025,20250404,5101020102,,601092854,QA,40,670607
BX26,4/4/2025,4/4/2025,20250404,5101020102,,601092855,QA,40,803306
BX27,4/4/2025,4/4/2025,20250404,5101020102,,601092856,QA,40,1467765
BX29,4/4/2025,4/4/2025,20250404,5101020102,,601092857,QA,40,397098
BX31,4/4/2025,4/4/2025,20250404,5101020102,,601092858,QA,40,1256282
BX32,4/4/2025,4/4/2025,20250404,5101020102,,601092859,QA,40,4894832
BX33,4/4/2025,4/4/2025,20250404,5101020102,,601092860,QA,40,1332786
BX34,4/4/2025,4/4/2025,20250404,5101020102,,601092861,QA,40,489406
BX35,4/4/2025,4/4/2025,20250404,5101020102,,601092862,QA,40,1396942
BX36,4/4/2025,4/4/2025,20250404,5101020102,,601092863,QA,40,1096832
BX38,4/4/2025,4/4/2025,20250404,5101020102,,601092864,QA,40,483876
BX39,4/4/2025,4/4/2025,20250404,5101020102,,601092865,QA,40,407591
BX40,4/4/2025,4/4/2025,20250404,5101020102,,601092866,QA,40,1010962
BX41,4/4/2025,4/4/2025,20250404,5101020102,,601092867,QA,40,2325212
BX43,4/4/2025,4/4/2025,20250404,5101020102,,601092868,QA,40,312995
BX49,4/4/2025,4/4/2025,20250404,5101020102,,601092869,QA,40,1734299
BX50,4/4/2025,4/4/2025,20250404,5101020102,,601092870,QA,40,152994
BX51,4/4/2025,4/4/2025,20250404,5101020102,,601092871,QA,40,2209156
BX52,4/4/2025,4/4/2025,20250404,5101020102,,601092872,QA,40,2794906
BX38,4/4/2025,4/4/2025,20250404,5101020102,,683010172,ZJ,40,101831
BX36,4/5/2025,4/5/2025,20250405,5101020102,,601092873,QA,40,583191
BX38,4/5/2025,4/5/2025,20250405,5101020102,,601092874,QA,40,136165
BX39,4/5/2025,4/5/2025,20250405,5101020102,,601092875,QA,40,2004254
BX40,4/5/2025,4/5/2025,20250405,5101020102,,601092876,QA,40,411108
BX41,4/5/2025,4/5/2025,20250405,5101020102,,601092877,QA,40,638175
BX43,4/5/2025,4/5/2025,20250405,5101020102,,601092878,QA,40,1041434
BX49,4/5/2025,4/5/2025,20250405,5101020102,,601092879,QA,40,434170
BX50,4/5/2025,4/5/2025,20250405,5101020102,,601092880,QA,40,291158
BX51,4/5/2025,4/5/2025,20250405,5101020102,,601092881,QA,40,1224496
BX52,4/5/2025,4/5/2025,20250405,5101020102,,601092882,QA,40,993649
BX01,4/5/2025,4/5/2025,20250405,5101020102,,601092883,QA,40,6663682
BX03,4/5/2025,4/5/2025,20250405,5101020102,,601092884,QA,40,4669029
BX04,4/5/2025,4/5/2025,20250405,5101020102,,601092885,QA,40,1644617
BX07,4/5/2025,4/5/2025,20250405,5101020102,,601092886,QA,40,1268246
BX08,4/5/2025,4/5/2025,20250405,5101020102,,601092887,QA,40,1161990
BX09,4/5/2025,4/5/2025,20250405,5101020102,,601092888,QA,40,2672674
BX10,4/5/2025,4/5/2025,20250405,5101020102,,601092889,QA,40,2247991
BX11,4/5/2025,4/5/2025,20250405,5101020102,,601092890,QA,40,2117552
BX12,4/5/2025,4/5/2025,20250405,5101020102,,601092891,QA,40,1786048
BX13,4/5/2025,4/5/2025,20250405,5101020102,,601092892,QA,40,1575817
BX14,4/5/2025,4/5/2025,20250405,5101020102,,601092893,QA,40,137099
BX19,4/5/2025,4/5/2025,20250405,5101020102,,601092894,QA,40,2190747
BX20,4/5/2025,4/5/2025,20250405,5101020102,,601092895,QA,40,289914
BX21,4/5/2025,4/5/2025,20250405,5101020102,,601092896,QA,40,1979159
BX22,4/5/2025,4/5/2025,20250405,5101020102,,601092897,QA,40,1341635
BX23,4/5/2025,4/5/2025,20250405,5101020102,,601092898,QA,40,853675
BX25,4/5/2025,4/5/2025,20250405,5101020102,,601092899,QA,40,27647
BX26,4/5/2025,4/5/2025,20250405,5101020102,,601092900,QA,40,836175
BX27,4/5/2025,4/5/2025,20250405,5101020102,,601092901,QA,40,2469299
BX29,4/5/2025,4/5/2025,20250405,5101020102,,601092902,QA,40,672846
BX31,4/5/2025,4/5/2025,20250405,5101020102,,601092903,QA,40,1256336
BX32,4/5/2025,4/5/2025,20250405,5101020102,,601092904,QA,40,2554105
BX33,4/5/2025,4/5/2025,20250405,5101020102,,601092905,QA,40,1797592
BX34,4/5/2025,4/5/2025,20250405,5101020102,,601092906,QA,40,914223
BX35,4/5/2025,4/5/2025,20250405,5101020102,,601092907,QA,40,781684
BX26,4/5/2025,4/5/2025,20250405,5101020102,,683010183,ZJ,40,50752
BX01,4/6/2025,4/6/2025,20250406,5101020102,,601092908,QA,40,5572218
BX03,4/6/2025,4/6/2025,20250406,5101020102,,601092909,QA,40,3136185
BX04,4/6/2025,4/6/2025,20250406,5101020102,,601092910,QA,40,430282
BX07,4/6/2025,4/6/2025,20250406,5101020102,,601092911,QA,40,963134
BX08,4/6/2025,4/6/2025,20250406,5101020102,,601092912,QA,40,1508631
BX09,4/6/2025,4/6/2025,20250406,5101020102,,601092913,QA,40,1675083
BX10,4/6/2025,4/6/2025,20250406,5101020102,,601092914,QA,40,2452231
BX11,4/6/2025,4/6/2025,20250406,5101020102,,601092915,QA,40,1769581
BX12,4/6/2025,4/6/2025,20250406,5101020102,,601092916,QA,40,986564
BX13,4/6/2025,4/6/2025,20250406,5101020102,,601092917,QA,40,324053
BX14,4/6/2025,4/6/2025,20250406,5101020102,,601092918,QA,40,273197
BX19,4/6/2025,4/6/2025,20250406,5101020102,,601092919,QA,40,441484
BX20,4/6/2025,4/6/2025,20250406,5101020102,,601092920,QA,40,646085
BX21,4/6/2025,4/6/2025,20250406,5101020102,,601092921,QA,40,879981
BX22,4/6/2025,4/6/2025,20250406,5101020102,,601092922,QA,40,149567
BX23,4/6/2025,4/6/2025,20250406,5101020102,,601092923,QA,40,271566
BX25,4/6/2025,4/6/2025,20250406,5101020102,,601092924,QA,40,430633
BX26,4/6/2025,4/6/2025,20250406,5101020102,,601092925,QA,40,614427
BX27,4/6/2025,4/6/2025,20250406,5101020102,,601092926,QA,40,948279
BX29,4/6/2025,4/6/2025,20250406,5101020102,,601092927,QA,40,370453
BX31,4/6/2025,4/6/2025,20250406,5101020102,,601092928,QA,40,885546
BX32,4/6/2025,4/6/2025,20250406,5101020102,,601092929,QA,40,1348468
BX33,4/6/2025,4/6/2025,20250406,5101020102,,601092930,QA,40,1011300
BX35,4/6/2025,4/6/2025,20250406,5101020102,,601092931,QA,40,2363956
BX36,4/6/2025,4/6/2025,20250406,5101020102,,601092932,QA,40,733284
BX38,4/6/2025,4/6/2025,20250406,5101020102,,601092933,QA,40,489620
BX39,4/6/2025,4/6/2025,20250406,5101020102,,601092934,QA,40,494563
BX40,4/6/2025,4/6/2025,20250406,5101020102,,601092935,QA,40,1135220
BX41,4/6/2025,4/6/2025,20250406,5101020102,,601092936,QA,40,2983402
BX43,4/6/2025,4/6/2025,20250406,5101020102,,601092937,QA,40,297568
BX49,4/6/2025,4/6/2025,20250406,5101020102,,601092938,QA,40,791982
BX50,4/6/2025,4/6/2025,20250406,5101020102,,601092939,QA,40,894390
BX51,4/6/2025,4/6/2025,20250406,5101020102,,601092940,QA,40,669216
BX52,4/6/2025,4/6/2025,20250406,5101020102,,601092941,QA,40,384649
BX03,4/6/2025,4/6/2025,20250406,5101020102,,3800010606,Z8,40,637681
BX01,4/7/2025,4/7/2025,20250407,5101020102,,601092942,QA,40,4949388
BX03,4/7/2025,4/7/2025,20250407,5101020102,,601092943,QA,40,4024131
BX04,4/7/2025,4/7/2025,20250407,5101020102,,601092944,QA,40,851985
BX07,4/7/2025,4/7/2025,20250407,5101020102,,601092945,QA,40,1979043
BX08,4/7/2025,4/7/2025,20250407,5101020102,,601092946,QA,40,788082
BX09,4/7/2025,4/7/2025,20250407,5101020102,,601092947,QA,40,3331800
BX10,4/7/2025,4/7/2025,20250407,5101020102,,601092948,QA,40,2969668
BX11,4/7/2025,4/7/2025,20250407,5101020102,,601092949,QA,40,437325
BX12,4/7/2025,4/7/2025,20250407,5101020102,,601092950,QA,40,2455449
BX13,4/7/2025,4/7/2025,20250407,5101020102,,601092951,QA,40,395809
BX14,4/7/2025,4/7/2025,20250407,5101020102,,601092952,QA,40,953372
BX19,4/7/2025,4/7/2025,20250407,5101020102,,601092953,QA,40,618701
BX20,4/7/2025,4/7/2025,20250407,5101020102,,601092954,QA,40,588554
BX21,4/7/2025,4/7/2025,20250407,5101020102,,601092955,QA,40,1049929
BX22,4/7/2025,4/7/2025,20250407,5101020102,,601092956,QA,40,851475
BX23,4/7/2025,4/7/2025,20250407,5101020102,,601092957,QA,40,436935
BX25,4/7/2025,4/7/2025,20250407,5101020102,,601092958,QA,40,323424
BX26,4/7/2025,4/7/2025,20250407,5101020102,,601092959,QA,40,1449979
BX27,4/7/2025,4/7/2025,20250407,5101020102,,601092960,QA,40,1541021
BX29,4/7/2025,4/7/2025,20250407,5101020102,,601092961,QA,40,287145
BX31,4/7/2025,4/7/2025,20250407,5101020102,,601092962,QA,40,1552781
BX32,4/7/2025,4/7/2025,20250407,5101020102,,601092963,QA,40,2748391
BX33,4/7/2025,4/7/2025,20250407,5101020102,,601092964,QA,40,374591
BX34,4/7/2025,4/7/2025,20250407,5101020102,,601092965,QA,40,631588
BX35,4/7/2025,4/7/2025,20250407,5101020102,,601092966,QA,40,1110832
BX36,4/7/2025,4/7/2025,20250407,5101020102,,601092967,QA,40,751446
BX38,4/7/2025,4/7/2025,20250407,5101020102,,601092968,QA,40,157906
BX39,4/7/2025,4/7/2025,20250407,5101020102,,601092969,QA,40,753863
BX40,4/7/2025,4/7/2025,20250407,5101020102,,601092970,QA,40,997213
BX41,4/7/2025,4/7/2025,20250407,5101020102,,601092971,QA,40,933899
BX43,4/7/2025,4/7/2025,20250407,5101020102,,601092972,QA,40,112568
BX49,4/7/2025,4/7/2025,20250407,5101020102,,601092973,QA,40,1364256
BX50,4/7/2025,4/7/2025,20250407,5101020102,,601092974,QA,40,581690
BX51,4/7/2025,4/7/2025,20250407,5101020102,,601092975,QA,40,249036
BX52,4/7/2025,4/7/2025,20250407,5101020102,,601092976,QA,40,275118
BX03,4/7/2025,4/7/2025,20250407,5101020102,,3800010610,Z8,40,149586
BX38,4/8/2025,4/8/2025,20250408,5101020102,,601092977,QA,40,9009
BX39,4/8/2025,4/8/2025,20250408,5101020102,,601092978,QA,40,2096329
BX01,4/8/2025,4/8/2025,20250408,5101020102,,601092979,QA,40,4457019
BX03,4/8/2025,4/8/2025,20250408,5101020102,,601092980,QA,40,3014906
BX04,4/8/2025,4/8/2025,20250408,5101020102,,601092981,QA,40,648835
BX07,4/8/2025,4/8/2025,20250408,5101020102,,601092982,QA,40,850844
BX08,4/8/2025,4/8/2025,20250408,5101020102,,601092983,QA,40,901963
BX09,4/8/2025,4/8/2025,20250408,5101020102,,601092984,QA,40,2222145
BX10,4/8/2025,4/8/2025,20250408,5101020102,,601092985,QA,40,2144775
BX11,4/8/2025,4/8/2025,20250408,5101020102,,601092986,QA,40,1627838
BX12,4/8/2025,4/8/2025,20250408,5101020102,,601092987,QA,40,1284600
BX13,4/8/2025,4/8/2025,20250408,5101020102,,601092988,QA,40,99842
BX14,4/8/2025,4/8/2025,20250408,5101020102,,601092989,QA,40,751466
BX19,4/8/2025,4/8/2025,20250408,5101020102,,601092990,QA,40,1037675
BX20,4/8/2025,4/8/2025,20250408,5101020102,,601092991,QA,40,698822
BX21,4/8/2025,4/8/2025,20250408,5101020102,,601092992,QA,40,3893925
BX22,4/8/2025,4/8/2025,20250408,5101020102,,601092993,QA,40,796194
BX23,4/8/2025,4/8/2025,20250408,5101020102,,601092994,QA,40,884579
BX25,4/8/2025,4/8/2025,20250408,5101020102,,601092995,QA,40,496838
BX26,4/8/2025,4/8/2025,20250408,5101020102,,601092996,QA,40,1113788
BX27,4/8/2025,4/8/2025,20250408,5101020102,,601092997,QA,40,1316405
BX29,4/8/2025,4/8/2025,20250408,5101020102,,601092998,QA,40,357399
BX31,4/8/2025,4/8/2025,20250408,5101020102,,601092999,QA,40,1109182
BX32,4/8/2025,4/8/2025,20250408,5101020102,,601093000,QA,40,2970618
BX33,4/8/2025,4/8/2025,20250408,5101020102,,601093001,QA,40,471141
BX34,4/8/2025,4/8/2025,20250408,5101020102,,601093002,QA,40,535702
BX35,4/8/2025,4/8/2025,20250408,5101020102,,601093003,QA,40,1120949
BX36,4/8/2025,4/8/2025,20250408,5101020102,,601093004,QA,40,95102
BX40,4/8/2025,4/8/2025,20250408,5101020102,,601093005,QA,40,427630
BX41,4/8/2025,4/8/2025,20250408,5101020102,,601093006,QA,40,1262428
BX43,4/8/2025,4/8/2025,20250408,5101020102,,601093007,QA,40,981657
BX49,4/8/2025,4/8/2025,20250408,5101020102,,601093008,QA,40,1860919
BX50,4/8/2025,4/8/2025,20250408,5101020102,,601093009,QA,40,1031910
BX51,4/8/2025,4/8/2025,20250408,5101020102,,601093010,QA,40,750686
BX52,4/8/2025,4/8/2025,20250408,5101020102,,601093011,QA,40,893662
BX09,4/8/2025,4/8/2025,20250408,5101020102,,3800010621,Z8,40,126135
BX03,4/8/2025,4/8/2025,20250408,5101020102,,3800010622,Z8,40,141316
BX01,4/9/2025,4/9/2025,20250409,5101020102,,601093012,QA,40,4631266
BX03,4/9/2025,4/9/2025,20250409,5101020102,,601093013,QA,40,2030360
BX04,4/9/2025,4/9/2025,20250409,5101020102,,601093014,QA,40,251535
BX07,4/9/2025,4/9/2025,20250409,5101020102,,601093015,QA,40,1015791
BX08,4/9/2025,4/9/2025,20250409,5101020102,,601093016,QA,40,700978
BX09,4/9/2025,4/9/2025,20250409,5101020102,,601093017,QA,40,1804186
BX10,4/9/2025,4/9/2025,20250409,5101020102,,601093018,QA,40,3421331
BX11,4/9/2025,4/9/2025,20250409,5101020102,,601093019,QA,40,1886727
BX12,4/9/2025,4/9/2025,20250409,5101020102,,601093020,QA,40,1119060
BX13,4/9/2025,4/9/2025,20250409,5101020102,,601093021,QA,40,470815
BX14,4/9/2025,4/9/2025,20250409,5101020102,,601093022,QA,40,961003
BX19,4/9/2025,4/9/2025,20250409,5101020102,,601093023,QA,40,2118360
BX20,4/9/2025,4/9/2025,20250409,5101020102,,601093024,QA,40,452647
BX21,4/9/2025,4/9/2025,20250409,5101020102,,601093025,QA,40,209360
BX22,4/9/2025,4/9/2025,20250409,5101020102,,601093026,QA,40,429094
BX23,4/9/2025,4/9/2025,20250409,5101020102,,601093027,QA,40,391542
BX25,4/9/2025,4/9/2025,20250409,5101020102,,601093028,QA,40,391288
BX26,4/9/2025,4/9/2025,20250409,5101020102,,601093029,QA,40,231843
BX27,4/9/2025,4/9/2025,20250409,5101020102,,601093030,QA,40,1457609
BX29,4/9/2025,4/9/2025,20250409,5101020102,,601093031,QA,40,296013
BX31,4/9/2025,4/9/2025,20250409,5101020102,,601093032,QA,40,1353145
BX32,4/9/2025,4/9/2025,20250409,5101020102,,601093033,QA,40,2569105
BX33,4/9/2025,4/9/2025,20250409,5101020102,,601093034,QA,40,1332235
BX34,4/9/2025,4/9/2025,20250409,5101020102,,601093035,QA,40,738347
BX35,4/9/2025,4/9/2025,20250409,5101020102,,601093036,QA,40,1077650
BX36,4/9/2025,4/9/2025,20250409,5101020102,,601093037,QA,40,198899
BX38,4/9/2025,4/9/2025,20250409,5101020102,,601093038,QA,40,749153
BX39,4/9/2025,4/9/2025,20250409,5101020102,,601093039,QA,40,929892
BX40,4/9/2025,4/9/2025,20250409,5101020102,,601093040,QA,40,897663
BX41,4/9/2025,4/9/2025,20250409,5101020102,,601093041,QA,40,1035648
BX43,4/9/2025,4/9/2025,20250409,5101020102,,601093042,QA,40,1194000
BX49,4/9/2025,4/9/2025,20250409,5101020102,,601093043,QA,40,417388
BX50,4/9/2025,4/9/2025,20250409,5101020102,,601093044,QA,40,170038
BX51,4/9/2025,4/9/2025,20250409,5101020102,,601093045,QA,40,615004
BX52,4/9/2025,4/9/2025,20250409,5101020102,,601093046,QA,40,300342
BX01,4/10/2025,4/10/2025,20250410,5101020102,,601095418,QA,40,1769824
BX03,4/10/2025,4/10/2025,20250410,5101020102,,601095419,QA,40,2943413
BX04,4/10/2025,4/10/2025,20250410,5101020102,,601095420,QA,40,1889358
BX07,4/10/2025,4/10/2025,20250410,5101020102,,601095421,QA,40,213106
BX08,4/10/2025,4/10/2025,20250410,5101020102,,601095422,QA,40,534102
BX09,4/10/2025,4/10/2025,20250410,5101020102,,601095423,QA,40,1711346
BX10,4/10/2025,4/10/2025,20250410,5101020102,,601095424,QA,40,3627713
BX11,4/10/2025,4/10/2025,20250410,5101020102,,601095425,QA,40,1602270
BX12,4/10/2025,4/10/2025,20250410,5101020102,,601095426,QA,40,1580292
BX14,4/10/2025,4/10/2025,20250410,5101020102,,601095427,QA,40,185869
BX19,4/10/2025,4/10/2025,20250410,5101020102,,601095428,QA,40,1753271
BX20,4/10/2025,4/10/2025,20250410,5101020102,,601095429,QA,40,488018
BX21,4/10/2025,4/10/2025,20250410,5101020102,,601095430,QA,40,1783997
BX22,4/10/2025,4/10/2025,20250410,5101020102,,601095431,QA,40,249000
BX23,4/10/2025,4/10/2025,20250410,5101020102,,601095432,QA,40,670717
BX25,4/10/2025,4/10/2025,20250410,5101020102,,601095433,QA,40,432855
BX26,4/10/2025,4/10/2025,20250410,5101020102,,601095434,QA,40,1229615
BX27,4/10/2025,4/10/2025,20250410,5101020102,,601095435,QA,40,1866268
BX29,4/10/2025,4/10/2025,20250410,5101020102,,601095436,QA,40,654350
BX31,4/10/2025,4/10/2025,20250410,5101020102,,601095437,QA,40,1413948
BX32,4/10/2025,4/10/2025,20250410,5101020102,,601095438,QA,40,4159248
BX33,4/10/2025,4/10/2025,20250410,5101020102,,601095439,QA,40,564729
BX34,4/10/2025,4/10/2025,20250410,5101020102,,601095440,QA,40,103392
BX35,4/10/2025,4/10/2025,20250410,5101020102,,601095441,QA,40,1182759
BX38,4/10/2025,4/10/2025,20250410,5101020102,,601095442,QA,40,557063
BX39,4/10/2025,4/10/2025,20250410,5101020102,,601095443,QA,40,659516
BX40,4/10/2025,4/10/2025,20250410,5101020102,,601095444,QA,40,720749
BX41,4/10/2025,4/10/2025,20250410,5101020102,,601095445,QA,40,1023319
BX43,4/10/2025,4/10/2025,20250410,5101020102,,601095446,QA,40,319535
BX49,4/10/2025,4/10/2025,20250410,5101020102,,601095447,QA,40,1358632
BX50,4/10/2025,4/10/2025,20250410,5101020102,,601095448,QA,40,1626501
BX51,4/10/2025,4/10/2025,20250410,5101020102,,601095449,QA,40,316626
BX52,4/10/2025,4/10/2025,20250410,5101020102,,601095450,QA,40,664483
BX34,4/10/2025,4/10/2025,20250410,5101020102,,683010438,ZJ,40,40937
BX01,4/11/2025,4/11/2025,20250411,5101020102,,601095884,QA,40,1936867
BX03,4/11/2025,4/11/2025,20250411,5101020102,,601095885,QA,40,3979331
BX04,4/11/2025,4/11/2025,20250411,5101020102,,601095886,QA,40,1442436
BX07,4/11/2025,4/11/2025,20250411,5101020102,,601095887,QA,40,895441
BX08,4/11/2025,4/11/2025,20250411,5101020102,,601095888,QA,40,958847
BX09,4/11/2025,4/11/2025,20250411,5101020102,,601095889,QA,40,6559302
BX10,4/11/2025,4/11/2025,20250411,5101020102,,601095890,QA,40,2181054
BX11,4/11/2025,4/11/2025,20250411,5101020102,,601095891,QA,40,1225212
BX12,4/11/2025,4/11/2025,20250411,5101020102,,601095892,QA,40,1006767
BX13,4/11/2025,4/11/2025,20250411,5101020102,,601095893,QA,40,604477
BX14,4/11/2025,4/11/2025,20250411,5101020102,,601095894,QA,40,40125
