profit_center,nama_outlet,posting_date,account_no,gl_acct_long_text,text,doc_id,doc_type,debit,kredit
BX41,KF Purwomartani,1/13/2025,1107010301,Persediaan Barang Jadi,,626001894,YQ,4103871,4103871
BX51,KF Sudirman Magelang,1/13/2025,1107010301,Persediaan Barang Jadi,,626001895,YQ,1004643,1004643
BX52,KF Jamal 5.5,1/13/2025,1107010301,Persediaan Barang Jadi,,626001896,YQ,2996264,2996264
BX04,KF.0088,1/30/2025,1107010301,Persediaan Barang Jadi,,626013086,YQ,26524637,26524637
BX07,KF.0207,1/30/2025,1107010301,Persediaan Barang Jadi,,626013087,YQ,3614094,3614094
BX21,KF.0609 Tajem,1/30/2025,1107010301,Persediaan Barang Jadi,,626013095,YQ,7308553,7308553
BX27,KF Meguwo,1/30/2025,1107010301,Persediaan Barang Jadi,,626013096,YQ,10268573,10268573
BX29,KF. SIDOARUM,1/30/2025,1107010301,Persediaan Barang Jadi,,626013097,YQ,1239055,1239055
BX32,KF. Wonosari,1/30/2025,1107010301,Persediaan Barang Jadi,,626013098,YQ,3071546,3071546
BX33,KF Titibumi,1/30/2025,1107010301,Persediaan Barang Jadi,,626013099,YQ,4885467,4885467
BX43,KF Sugiyopranoto Won,1/30/2025,1107010301,Persediaan Barang Jadi,,626013100,YQ,2165303,2165303
BX49,KF Kusmanto,1/30/2025,1107010301,Persediaan Barang Jadi,,626013101,YQ,238600,238600
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006021,QS,0,-92356
BX03,KF.0070,1/30/2025,1107010301,Persediaan Barang Jadi,,639000805,QZ,70007830,70007830
BX03,KF.0070,1/13/2025,1107010301,Persediaan Barang Jadi,,626001873,YQ,3958664,3958664
BX39,KF Palagan Tengah,1/13/2025,1107010301,Persediaan Barang Jadi,,626001893,YQ,138000,138000
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002262,QS,0,-62629
BX34,KF Kusumanegara,1/14/2025,1107010301,Persediaan Barang Jadi,,640002263,QS,0,-41468
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,640002264,QS,0,-1497122
BX29,KF. SIDOARUM,1/14/2025,1107010301,Persediaan Barang Jadi,,640002265,QS,0,-481797
BX07,KF.0207,1/14/2025,1107010301,Persediaan Barang Jadi,,640002268,QS,0,-8007768
BX34,KF Kusumanegara,1/14/2025,1107010301,Persediaan Barang Jadi,,640002271,QS,0,-407400
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002272,QS,0,-59289
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002275,QS,0,-138161
BX07,KF.0207,1/14/2025,1107010301,Persediaan Barang Jadi,,640002277,QS,0,-225350
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002278,QS,0,-131920
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002279,QS,0,-245732
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002280,QS,0,-125258
BX50,KF Bhayangkara Kulon,1/14/2025,1107010301,Persediaan Barang Jadi,,640002281,QS,0,-1999200
BX40,KF Jakal 3.5,1/14/2025,1107010301,Persediaan Barang Jadi,,640002284,QS,0,-84240
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002285,QS,0,-151776
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002286,QS,0,-31315
BX40,KF Jakal 3.5,1/14/2025,1107010301,Persediaan Barang Jadi,,640002288,QS,0,-93944
BX03,KF.0070,1/14/2025,1107010301,Persediaan Barang Jadi,,640002289,QS,0,-1650000
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,640002295,QS,0,-509700
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002296,QS,0,-156573
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002297,QS,0,-791520
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002298,QS,0,-80079
BX34,KF Kusumanegara,1/14/2025,1107010301,Persediaan Barang Jadi,,640002299,QS,0,-146003
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002300,QS,0,-100099
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002302,QS,0,-170748
BX09,KF.0275,1/10/2025,1107010301,Persediaan Barang Jadi,,640002187,QS,0,-75000
BX52,KF Jamal 5.5,1/9/2025,1107010301,Persediaan Barang Jadi,,640002168,QS,0,-237500
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,640002205,QS,0,-237500
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,640002207,QS,0,-237500
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006040,QS,0,-237500
BX01,KF.0021,1/17/2025,1107010301,Persediaan Barang Jadi,,640006019,QS,0,-99750
BX33,KF Titibumi,1/13/2025,1107010301,Persediaan Barang Jadi,,640002251,QS,0,-228000
BX03,KF.0070,1/15/2025,1107010301,Persediaan Barang Jadi,,626005536,YQ,12399011,12399011
BX04,KF.0088,1/15/2025,1107010301,Persediaan Barang Jadi,,626005537,YQ,35227075,35227075
BX07,KF.0207,1/15/2025,1107010301,Persediaan Barang Jadi,,626005538,YQ,32923529,32923529
BX08,KF.0225,1/15/2025,1107010301,Persediaan Barang Jadi,,626005539,YQ,1533692,1533692
BX09,KF.0275,1/15/2025,1107010301,Persediaan Barang Jadi,,626005540,YQ,6955627,6955627
BX11,KF.0334 UNY,1/15/2025,1107010301,Persediaan Barang Jadi,,626005541,YQ,1671732,1671732
BX12,KF.0401 Seturan,1/15/2025,1107010301,Persediaan Barang Jadi,,626005542,YQ,2621593,2621593
BX13,KF.0406 Jamal,1/15/2025,1107010301,Persediaan Barang Jadi,,626005543,YQ,681485,681485
BX14,KF 0416,1/15/2025,1107010301,Persediaan Barang Jadi,,626005544,YQ,713241,713241
BX19,KF.0524 Banteng,1/15/2025,1107010301,Persediaan Barang Jadi,,626005545,YQ,5160289,5160289
BX20,KF.0592 Wates,1/15/2025,1107010301,Persediaan Barang Jadi,,626005546,YQ,14942486,14942486
BX21,KF.0609 Tajem,1/15/2025,1107010301,Persediaan Barang Jadi,,626005547,YQ,1810756,1810756
BX22,KF.0610 Condong Cat,1/15/2025,1107010301,Persediaan Barang Jadi,,626005548,YQ,14456374,14456374
BX23,KF.Delanggu,1/15/2025,1107010301,Persediaan Barang Jadi,,626005549,YQ,65685046,65685046
BX25,KF PETANGPULUHAN,1/15/2025,1107010301,Persediaan Barang Jadi,,626005550,YQ,14993394,14993394
BX26,KF Sorosutan,1/15/2025,1107010301,Persediaan Barang Jadi,,626005551,YQ,852130,852130
BX27,KF Meguwo,1/15/2025,1107010301,Persediaan Barang Jadi,,626005552,YQ,2618759,2618759
BX29,KF. SIDOARUM,1/15/2025,1107010301,Persediaan Barang Jadi,,626005553,YQ,2644754,2644754
BX31,KF. Kota Gede,1/15/2025,1107010301,Persediaan Barang Jadi,,626005554,YQ,12568406,12568406
BX32,KF. Wonosari,1/15/2025,1107010301,Persediaan Barang Jadi,,626005555,YQ,3758058,3758058
BX35,KF Bantul,1/15/2025,1107010301,Persediaan Barang Jadi,,626005556,YQ,2389465,2389465
BX38,KF Prambanan,1/15/2025,1107010301,Persediaan Barang Jadi,,626005557,YQ,1605632,1605632
BX39,KF Palagan Tengah,1/15/2025,1107010301,Persediaan Barang Jadi,,626005558,YQ,2574018,2574018
BX41,KF Purwomartani,1/15/2025,1107010301,Persediaan Barang Jadi,,626005559,YQ,1752465,1752465
BX50,KF Bhayangkara Kulon,1/15/2025,1107010301,Persediaan Barang Jadi,,626005560,YQ,7545703,7545703
BX51,KF Sudirman Magelang,1/15/2025,1107010301,Persediaan Barang Jadi,,626005561,YQ,8075296,8075296
BX52,KF Jamal 5.5,1/15/2025,1107010301,Persediaan Barang Jadi,,626005562,YQ,4394657,4394657
BX21,KF.0609 Tajem,1/13/2025,1107010301,Persediaan Barang Jadi,,692000267,Z5,877860,877860
BX35,KF Bantul,1/13/2025,1107010301,Persediaan Barang Jadi,,692000268,Z5,1250324,1250324
BX12,KF.0401 Seturan,1/13/2025,1107010301,Persediaan Barang Jadi,,692000270,Z5,1081438,1081438
BX13,KF.0406 Jamal,1/13/2025,1107010301,Persediaan Barang Jadi,,692000271,Z5,161758,161758
BX33,KF Titibumi,1/13/2025,1107010301,Persediaan Barang Jadi,,692000272,Z5,418971,418971
BX01,KF.0021,1/13/2025,1107010301,Persediaan Barang Jadi,,692000273,Z5,2609843,2609843
BX08,KF.0225,1/13/2025,1107010301,Persediaan Barang Jadi,,692000274,Z5,296362,296362
BX10,KF.0316,1/13/2025,1107010301,Persediaan Barang Jadi,,692000275,Z5,9690455,9690455
BX41,KF Purwomartani,1/15/2025,1107010301,Persediaan Barang Jadi,,692001120,Z5,708758,708758
BX14,KF 0416,1/15/2025,1107010301,Persediaan Barang Jadi,,692001121,Z5,1113702,1113702
BX39,KF Palagan Tengah,1/15/2025,1107010301,Persediaan Barang Jadi,,692001122,Z5,1227849,1227849
BX31,KF. Kota Gede,1/15/2025,1107010301,Persediaan Barang Jadi,,692001124,Z5,145425,145425
BX35,KF Bantul,1/15/2025,1107010301,Persediaan Barang Jadi,,692001126,Z5,733221,733221
BX08,KF.0225,1/15/2025,1107010301,Persediaan Barang Jadi,,692001127,Z5,608784,608784
BX23,KF.Delanggu,1/15/2025,1107010301,Persediaan Barang Jadi,,692001128,Z5,3367388,3367388
BX13,KF.0406 Jamal,1/15/2025,1107010301,Persediaan Barang Jadi,,692001129,Z5,1683133,1683133
BX22,KF.0610 Condong Cat,1/15/2025,1107010301,Persediaan Barang Jadi,,692001130,Z5,498443,498443
BX25,KF PETANGPULUHAN,1/15/2025,1107010301,Persediaan Barang Jadi,,692001131,Z5,1054060,1054060
BX34,KF Kusumanegara,1/17/2025,1107010301,Persediaan Barang Jadi,,640006003,QS,0,-313500
BX14,KF 0416,1/6/2025,1107010301,Persediaan Barang Jadi,,640002085,QS,0,-11737
BX03,KF.0070,1/27/2025,1107010301,Persediaan Barang Jadi,,626011614,YQ,22510496,22510496
BX08,KF.0225,1/27/2025,1107010301,Persediaan Barang Jadi,,626011615,YQ,359445,359445
BX10,KF.0316,1/27/2025,1107010301,Persediaan Barang Jadi,,626011616,YQ,3479099,3479099
BX20,KF.0592 Wates,1/27/2025,1107010301,Persediaan Barang Jadi,,626011617,YQ,1254000,1254000
BX34,KF Kusumanegara,1/27/2025,1107010301,Persediaan Barang Jadi,,626011618,YQ,1865198,1865198
BX38,KF Prambanan,1/27/2025,1107010301,Persediaan Barang Jadi,,626011619,YQ,4845026,4845026
BX39,KF Palagan Tengah,1/27/2025,1107010301,Persediaan Barang Jadi,,626011620,YQ,538996,538996
BX50,KF Bhayangkara Kulon,1/27/2025,1107010301,Persediaan Barang Jadi,,626011621,YQ,2358431,2358431
BX03,KF.0070,1/27/2025,1107010301,Persediaan Barang Jadi,,692002763,Z5,89190,89190
BX35,KF Bantul,1/30/2025,1107010301,Persediaan Barang Jadi,,639000770,QZ,0,-167304
BX01,KF.0021,1/24/2025,1107010301,Persediaan Barang Jadi,,626008696,YQ,44990461,44990461
BX03,KF.0070,1/24/2025,1107010301,Persediaan Barang Jadi,,626008697,YQ,49124785,49124785
BX04,KF.0088,1/24/2025,1107010301,Persediaan Barang Jadi,,626008698,YQ,7789954,7789954
BX07,KF.0207,1/24/2025,1107010301,Persediaan Barang Jadi,,626008699,YQ,6907677,6907677
BX08,KF.0225,1/24/2025,1107010301,Persediaan Barang Jadi,,626008700,YQ,1824441,1824441
BX09,KF.0275,1/24/2025,1107010301,Persediaan Barang Jadi,,626008701,YQ,4719280,4719280
BX10,KF.0316,1/24/2025,1107010301,Persediaan Barang Jadi,,626008702,YQ,63909103,63909103
BX11,KF.0334 UNY,1/24/2025,1107010301,Persediaan Barang Jadi,,626008703,YQ,2918745,2918745
BX12,KF.0401 Seturan,1/24/2025,1107010301,Persediaan Barang Jadi,,626008704,YQ,2545276,2545276
BX13,KF.0406 Jamal,1/24/2025,1107010301,Persediaan Barang Jadi,,626008705,YQ,1278422,1278422
BX14,KF 0416,1/24/2025,1107010301,Persediaan Barang Jadi,,626008706,YQ,8617045,8617045
BX19,KF.0524 Banteng,1/24/2025,1107010301,Persediaan Barang Jadi,,626008707,YQ,7547278,7547278
BX20,KF.0592 Wates,1/24/2025,1107010301,Persediaan Barang Jadi,,626008708,YQ,5022683,5022683
BX21,KF.0609 Tajem,1/24/2025,1107010301,Persediaan Barang Jadi,,626008709,YQ,10413439,10413439
BX23,KF.Delanggu,1/24/2025,1107010301,Persediaan Barang Jadi,,626008710,YQ,5324064,5324064
BX25,KF PETANGPULUHAN,1/24/2025,1107010301,Persediaan Barang Jadi,,626008711,YQ,4796451,4796451
BX27,KF Meguwo,1/24/2025,1107010301,Persediaan Barang Jadi,,626008712,YQ,12768828,12768828
BX29,KF. SIDOARUM,1/24/2025,1107010301,Persediaan Barang Jadi,,626008713,YQ,606033,606033
BX31,KF. Kota Gede,1/24/2025,1107010301,Persediaan Barang Jadi,,626008714,YQ,579194,579194
BX33,KF Titibumi,1/24/2025,1107010301,Persediaan Barang Jadi,,626008715,YQ,1574932,1574932
BX34,KF Kusumanegara,1/24/2025,1107010301,Persediaan Barang Jadi,,626008716,YQ,6767643,6767643
BX35,KF Bantul,1/24/2025,1107010301,Persediaan Barang Jadi,,626008717,YQ,1061692,1061692
BX39,KF Palagan Tengah,1/24/2025,1107010301,Persediaan Barang Jadi,,626008718,YQ,10651523,10651523
BX41,KF Purwomartani,1/24/2025,1107010301,Persediaan Barang Jadi,,626008719,YQ,2881968,2881968
BX49,KF Kusmanto,1/24/2025,1107010301,Persediaan Barang Jadi,,626008720,YQ,769000,769000
BX51,KF Sudirman Magelang,1/24/2025,1107010301,Persediaan Barang Jadi,,626008721,YQ,4353088,4353088
BX52,KF Jamal 5.5,1/24/2025,1107010301,Persediaan Barang Jadi,,626008722,YQ,1111685,1111685
BX49,KF Kusmanto,1/24/2025,1107010301,Persediaan Barang Jadi,,692002099,Z5,5574888,5574888
BX03,KF.0070,1/24/2025,1107010301,Persediaan Barang Jadi,,692002100,Z5,4255204,4255204
BX19,KF.0524 Banteng,1/24/2025,1107010301,Persediaan Barang Jadi,,692002101,Z5,64195,64195
BX09,KF.0275,1/24/2025,1107010301,Persediaan Barang Jadi,,692002102,Z5,331590,331590
BX04,KF.0088,1/24/2025,1107010301,Persediaan Barang Jadi,,692002103,Z5,2158685,2158685
BX11,KF.0334 UNY,1/24/2025,1107010301,Persediaan Barang Jadi,,692002104,Z5,719401,719401
BX01,KF.0021,1/29/2025,1107010301,Persediaan Barang Jadi,,626011956,YQ,13328935,13328935
BX04,KF.0088,1/29/2025,1107010301,Persediaan Barang Jadi,,626011957,YQ,7209000,7209000
BX07,KF.0207,1/29/2025,1107010301,Persediaan Barang Jadi,,626011958,YQ,9669621,9669621
BX11,KF.0334 UNY,1/29/2025,1107010301,Persediaan Barang Jadi,,626011959,YQ,6943027,6943027
BX13,KF.0406 Jamal,1/29/2025,1107010301,Persediaan Barang Jadi,,626011960,YQ,668813,668813
BX14,KF 0416,1/29/2025,1107010301,Persediaan Barang Jadi,,626011961,YQ,978791,978791
BX19,KF.0524 Banteng,1/29/2025,1107010301,Persediaan Barang Jadi,,626011962,YQ,268437,268437
BX20,KF.0592 Wates,1/29/2025,1107010301,Persediaan Barang Jadi,,626011963,YQ,1922302,1922302
BX34,KF Kusumanegara,1/29/2025,1107010301,Persediaan Barang Jadi,,626011964,YQ,166178,166178
BX39,KF Palagan Tengah,1/29/2025,1107010301,Persediaan Barang Jadi,,626011965,YQ,9019982,9019982
BX41,KF Purwomartani,1/29/2025,1107010301,Persediaan Barang Jadi,,626011966,YQ,364589,364589
BX50,KF Bhayangkara Kulon,1/29/2025,1107010301,Persediaan Barang Jadi,,626011967,YQ,3117494,3117494
BX11,KF.0334 UNY,1/29/2025,1107010301,Persediaan Barang Jadi,,692002820,Z5,1012503,1012503
BX07,KF.0207,1/29/2025,1107010301,Persediaan Barang Jadi,,692002821,Z5,567229,567229
BX14,KF 0416,1/29/2025,1107010301,Persediaan Barang Jadi,,692002822,Z5,1740000,1740000
BX50,KF Bhayangkara Kulon,1/29/2025,1107010301,Persediaan Barang Jadi,,692002823,Z5,1194998,1194998
BX29,KF. SIDOARUM,1/13/2025,1107010301,Persediaan Barang Jadi,,640002246,QS,0,-81127
BX03,KF.0070,1/8/2025,1107010301,Persediaan Barang Jadi,,640002154,QS,0,-39450
BX52,KF Jamal 5.5,1/20/2025,1107010301,Persediaan Barang Jadi,,640006052,QS,0,-39450
BX09,KF.0275,1/24/2025,1107010301,Persediaan Barang Jadi,,640007655,QS,0,-39450
BX38,KF Prambanan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002215,QS,0,-53799
BX20,KF.0592 Wates,1/21/2025,1107010301,Persediaan Barang Jadi,,640007672,QS,0,-103609
BX33,KF Titibumi,1/13/2025,1107010301,Persediaan Barang Jadi,,640002235,QS,0,-258486
BX19,KF.0524 Banteng,1/29/2025,1107010301,Persediaan Barang Jadi,,692002824,Z5,749711,749711
BX04,KF.0088,1/29/2025,1107010301,Persediaan Barang Jadi,,692002825,Z5,7094560,7094560
BX03,KF.0070,1/8/2025,1107010301,Persediaan Barang Jadi,,640002137,QS,0,-52839
BX27,KF Meguwo,1/20/2025,1107010301,Persediaan Barang Jadi,,640006058,QS,0,-12901
BX03,KF.0070,1/19/2025,1107010301,Persediaan Barang Jadi,,626006511,YQ,2558250,2558250
BX04,KF.0088,1/19/2025,1107010301,Persediaan Barang Jadi,,626006512,YQ,3700953,3700953
BX09,KF.0275,1/19/2025,1107010301,Persediaan Barang Jadi,,626006513,YQ,1020689,1020689
BX19,KF.0524 Banteng,1/19/2025,1107010301,Persediaan Barang Jadi,,626006514,YQ,3049311,3049311
BX23,KF.Delanggu,1/19/2025,1107010301,Persediaan Barang Jadi,,626006515,YQ,8235967,8235967
BX27,KF Meguwo,1/19/2025,1107010301,Persediaan Barang Jadi,,626006516,YQ,1889567,1889567
BX31,KF. Kota Gede,1/19/2025,1107010301,Persediaan Barang Jadi,,626006517,YQ,2147675,2147675
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,626006518,YQ,13996642,13996642
BX38,KF Prambanan,1/19/2025,1107010301,Persediaan Barang Jadi,,626006519,YQ,189197,189197
BX52,KF Jamal 5.5,1/20/2025,1107010301,Persediaan Barang Jadi,,640006063,QS,0,-69350
BX14,KF 0416,1/6/2025,1107010301,Persediaan Barang Jadi,,640002086,QS,0,-74100
BX38,KF Prambanan,1/8/2025,1107010301,Persediaan Barang Jadi,,640002151,QS,0,-74100
BX12,KF.0401 Seturan,1/31/2025,1107010301,Persediaan Barang Jadi,,640010699,QS,0,-116400
BX04,KF.0088,1/7/2025,1107010301,Persediaan Barang Jadi,,626001745,YQ,6356775,6356775
BX07,KF.0207,1/7/2025,1107010301,Persediaan Barang Jadi,,626001746,YQ,266018,266018
BX10,KF.0316,1/7/2025,1107010301,Persediaan Barang Jadi,,626001747,YQ,1807641,1807641
BX20,KF.0592 Wates,1/7/2025,1107010301,Persediaan Barang Jadi,,626001748,YQ,17319936,17319936
BX26,KF Sorosutan,1/7/2025,1107010301,Persediaan Barang Jadi,,626001749,YQ,1947516,1947516
BX31,KF. Kota Gede,1/7/2025,1107010301,Persediaan Barang Jadi,,626001750,YQ,651670,651670
BX39,KF Palagan Tengah,1/7/2025,1107010301,Persediaan Barang Jadi,,626001751,YQ,144790,144790
BX40,KF Jakal 3.5,1/7/2025,1107010301,Persediaan Barang Jadi,,626001752,YQ,2647828,2647828
BX33,KF Titibumi,1/22/2025,1107010301,Persediaan Barang Jadi,,640007667,QS,0,-45360
BX03,KF.0070,1/9/2025,1107010301,Persediaan Barang Jadi,,640002183,QS,0,-200180
BX03,KF.0070,1/19/2025,1107010301,Persediaan Barang Jadi,,692001434,Z5,6699041,6699041
BX31,KF. Kota Gede,1/19/2025,1107010301,Persediaan Barang Jadi,,692001435,Z5,1452900,1452900
BX38,KF Prambanan,1/19/2025,1107010301,Persediaan Barang Jadi,,692001436,Z5,579720,579720
BX09,KF.0275,1/10/2025,1107010301,Persediaan Barang Jadi,,640002186,QS,0,-81713
BX14,KF 0416,1/9/2025,1107010301,Persediaan Barang Jadi,,640002180,QS,0,-282000
BX31,KF. Kota Gede,1/2/2025,1107010301,Persediaan Barang Jadi,,640002079,QS,0,-18325
BX25,KF PETANGPULUHAN,1/8/2025,1107010301,Persediaan Barang Jadi,,640002141,QS,0,-56761
BX03,KF.0070,1/8/2025,1107010301,Persediaan Barang Jadi,,640002153,QS,0,-62130
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006035,QS,0,-203700
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,640002287,QS,0,-74800
BX32,KF. Wonosari,1/20/2025,1107010301,Persediaan Barang Jadi,,640006046,QS,0,-240350
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002118,QS,0,-13444
BX33,KF Titibumi,1/16/2025,1107010301,Persediaan Barang Jadi,,640005997,QS,0,-207218
BX14,KF 0416,1/8/2025,1107010301,Persediaan Barang Jadi,,640002127,QS,0,-54168
BX14,KF 0416,1/8/2025,1107010301,Persediaan Barang Jadi,,640002132,QS,0,-54168
BX41,KF Purwomartani,1/21/2025,1107010301,Persediaan Barang Jadi,,640007676,QS,0,-54168
BX50,KF Bhayangkara Kulon,1/2/2025,1107010301,Persediaan Barang Jadi,,640002080,QS,0,-42120
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002108,QS,0,-54835
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002107,QS,0,-10592
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002110,QS,0,-10592
BX09,KF.0275,1/16/2025,1107010301,Persediaan Barang Jadi,,640005986,QS,0,-20736
BX43,KF Sugiyopranoto Won,1/23/2025,1107010301,Persediaan Barang Jadi,,640007661,QS,0,-28285
BX41,KF Purwomartani,1/21/2025,1107010301,Persediaan Barang Jadi,,640007678,QS,0,-76824
BX20,KF.0592 Wates,1/11/2025,1107010301,Persediaan Barang Jadi,,626001840,YQ,3085921,3085921
BX50,KF Bhayangkara Kulon,1/11/2025,1107010301,Persediaan Barang Jadi,,626001857,YQ,7433833,7433833
BX51,KF Sudirman Magelang,1/11/2025,1107010301,Persediaan Barang Jadi,,626001858,YQ,29021277,29021277
BX50,KF Bhayangkara Kulon,1/26/2025,1107010301,Persediaan Barang Jadi,,626008673,YQ,12816825,12816825
BX51,KF Sudirman Magelang,1/26/2025,1107010301,Persediaan Barang Jadi,,626008674,YQ,1462873,1462873
BX04,KF.0088,1/26/2025,1107010301,Persediaan Barang Jadi,,626008665,YQ,18348334,18348334
BX09,KF.0275,1/26/2025,1107010301,Persediaan Barang Jadi,,626008666,YQ,2018960,2018960
BX10,KF.0316,1/26/2025,1107010301,Persediaan Barang Jadi,,626008667,YQ,2545180,2545180
BX23,KF.Delanggu,1/26/2025,1107010301,Persediaan Barang Jadi,,626008668,YQ,8513938,8513938
BX25,KF PETANGPULUHAN,1/26/2025,1107010301,Persediaan Barang Jadi,,626008669,YQ,871045,871045
BX31,KF. Kota Gede,1/26/2025,1107010301,Persediaan Barang Jadi,,626008670,YQ,2994320,2994320
BX32,KF. Wonosari,1/26/2025,1107010301,Persediaan Barang Jadi,,626008671,YQ,3765066,3765066
BX35,KF Bantul,1/26/2025,1107010301,Persediaan Barang Jadi,,626008672,YQ,2641513,2641513
BX07,KF.0207,1/26/2025,1107010301,Persediaan Barang Jadi,,692002089,Z5,203460,203460
BX09,KF.0275,1/26/2025,1107010301,Persediaan Barang Jadi,,692002090,Z5,330750,330750
BX23,KF.Delanggu,1/26/2025,1107010301,Persediaan Barang Jadi,,692002091,Z5,3525669,3525669
BX14,KF 0416,1/8/2025,1107010301,Persediaan Barang Jadi,,640002150,QS,0,-199118
BX01,KF.0021,1/11/2025,1107010301,Persediaan Barang Jadi,,626001830,YQ,38471483,38471483
BX03,KF.0070,1/11/2025,1107010301,Persediaan Barang Jadi,,626001831,YQ,35541179,35541179
BX04,KF.0088,1/11/2025,1107010301,Persediaan Barang Jadi,,626001832,YQ,32693181,32693181
BX08,KF.0225,1/11/2025,1107010301,Persediaan Barang Jadi,,626001833,YQ,7114432,7114432
BX10,KF.0316,1/11/2025,1107010301,Persediaan Barang Jadi,,626001834,YQ,5811610,5811610
BX11,KF.0334 UNY,1/11/2025,1107010301,Persediaan Barang Jadi,,626001835,YQ,16821247,16821247
BX12,KF.0401 Seturan,1/11/2025,1107010301,Persediaan Barang Jadi,,626001836,YQ,2537197,2537197
BX13,KF.0406 Jamal,1/11/2025,1107010301,Persediaan Barang Jadi,,626001837,YQ,6651765,6651765
BX14,KF 0416,1/11/2025,1107010301,Persediaan Barang Jadi,,626001838,YQ,10033491,10033491
BX19,KF.0524 Banteng,1/11/2025,1107010301,Persediaan Barang Jadi,,626001839,YQ,3047462,3047462
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,626001841,YQ,11673051,11673051
BX22,KF.0610 Condong Cat,1/11/2025,1107010301,Persediaan Barang Jadi,,626001842,YQ,1088874,1088874
BX23,KF.Delanggu,1/11/2025,1107010301,Persediaan Barang Jadi,,626001843,YQ,105405,105405
BX25,KF PETANGPULUHAN,1/11/2025,1107010301,Persediaan Barang Jadi,,626001844,YQ,15075565,15075565
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,626001845,YQ,4368529,4368529
BX27,KF Meguwo,1/11/2025,1107010301,Persediaan Barang Jadi,,626001846,YQ,11838844,11838844
BX29,KF. SIDOARUM,1/11/2025,1107010301,Persediaan Barang Jadi,,626001847,YQ,1582204,1582204
BX31,KF. Kota Gede,1/11/2025,1107010301,Persediaan Barang Jadi,,626001848,YQ,7533948,7533948
BX32,KF. Wonosari,1/11/2025,1107010301,Persediaan Barang Jadi,,626001849,YQ,73531412,73531412
BX33,KF Titibumi,1/11/2025,1107010301,Persediaan Barang Jadi,,626001850,YQ,7728854,7728854
BX34,KF Kusumanegara,1/11/2025,1107010301,Persediaan Barang Jadi,,626001851,YQ,3551587,3551587
BX38,KF Prambanan,1/11/2025,1107010301,Persediaan Barang Jadi,,626001852,YQ,32437571,32437571
BX39,KF Palagan Tengah,1/11/2025,1107010301,Persediaan Barang Jadi,,626001853,YQ,17511863,17511863
BX40,KF Jakal 3.5,1/11/2025,1107010301,Persediaan Barang Jadi,,626001854,YQ,351674,351674
BX41,KF Purwomartani,1/11/2025,1107010301,Persediaan Barang Jadi,,626001855,YQ,452561,452561
BX43,KF Sugiyopranoto Won,1/11/2025,1107010301,Persediaan Barang Jadi,,626001856,YQ,38550059,38550059
BX52,KF Jamal 5.5,1/11/2025,1107010301,Persediaan Barang Jadi,,626001859,YQ,3123009,3123009
BX25,KF PETANGPULUHAN,1/11/2025,1107010301,Persediaan Barang Jadi,,692000253,Z5,352825,352825
BX52,KF Jamal 5.5,1/11/2025,1107010301,Persediaan Barang Jadi,,692000255,Z5,1462166,1462166
BX12,KF.0401 Seturan,1/11/2025,1107010301,Persediaan Barang Jadi,,692000256,Z5,165912,165912
